,Name,Type,Location,Price,Price Category
277,Vinyasa Flow Yoga (HealthierSG),Fitness & Wellness,Bidadari CC,~137.0,$$$
278,Yin Yoga (HealthierSG),Fitness & Wellness,Bidadari CC,~95.0,$$
279,Yoga for Seniors (HealthierSG),Fitness & Wellness,Bidadari CC,~50.0,$
280,Yoga Therapy (HealthierSG),Fitness & Wellness,Bidadari CC,~125.0,$$$
281,Zumba® Fitness (HealthierSG),Fitness & Wellness,Bidadari CC,~95.0,$$
282,Aikido (HealthierSG) (Bishan),Fitness & Wellness,Bishan CC,~106.0,$$$
283,Aikido for Kids (Bishan),Fitness & Wellness,Bishan CC,~106.0,$$$
284,Basic Baking (Parent-Child) (Bishan),Food & Beverage,Bishan CC,~41.0,$
285,BESM - Senior Wellness Day 2025 (Dental Screening),Social & Community Events,Bishan CC,0.0,Free
286,Bishan East - Sin Ming CSN Interest Group 2024 - 2025,Social & Community Events,Bishan CC,10.0,$
287,Bishan WEC - Sing for You Concert,Social & Community Events,Bishan CC,5.0,$
288,Bishan Wellness Hub - 2025 Wellness Dance,Social & Community Events,Bishan CC,0.0,Free
289,Bishan YN HeARTs Workshop (Feb 2025),Workshops & Classes,Bishan CC,0.0,Free
290,Bishan YN Intertidal Walk,Social & Community Events,Bishan CC,5.0,$
291,Bishan YN Money Smart Workshop (March 2025),Workshops & Classes,Bishan CC,0.0,Free
292,Bishan YN Smartphone Photography Workshop,Workshops & Classes,Bishan CC,0.0,Free
293,Bishan YN x Project Litup,Social & Community Events,Bishan CC,0.0,Free
294,Bishan YN x Project Superseed : Chia (March 2025),Social & Community Events,Bishan CC,0.0,Free
295,Body Toning (HealthierSG) (Bishan),Fitness & Wellness,Bishan CC,~96.0,$$
296,Cardio Pilates Flow (HealthierSG) (Bishan),Fitness & Wellness,Bishan CC,~96.0,$$
297,Chinese Dance (Adult) (HealthierSG),Workshops & Classes,Bishan CC,~68.0,$$
298,Egg-citing Line Dance Jam,Social & Community Events,Bishan CC,5.0,$
299,EPL screening@Bishan CC - Mar & Apr 2025,Social & Community Events,Bishan CC,0.0,Free
300,FEEL The Workout™ (HealthierSG),Workshops & Classes,Bishan CC,~114.0,$$$
301,Gym Tonic @ Bishan CC (2025),Social & Community Events,Bishan CC,~120.0,$$$
302,Gym Tonic @ BLK 144 Wellness Hub (2025),Social & Community Events,Bishan CC,~120.0,$$$
303,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Bishan CC,~96.0,$$
304,Indian Classical Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Bishan CC,~126.0,$$$
305,Japanese Pastel Nagomi Art,Workshops & Classes,Bishan CC,~96.0,$$
306,Oxigeno® (HealthierSG),Fitness & Wellness,Bishan CC,~126.0,$$$
307,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Bishan CC,~105.0,$$$
308,Piloxing ® (HealthierSG),Fitness & Wellness,Bishan CC,~126.0,$$$
309,PILOXING® Barre (HealthierSG),Fitness & Wellness,Bishan CC,~126.0,$$$
310,Taichi for Health (Osteoporosis) (HealthierSG),Fitness & Wellness,Bishan CC,~66.0,$$
311,WEC - International Women's Day Celebration (2025),Social & Community Events,Bishan CC,10.0,$
312,WEC Perfume Workshop,Workshops & Classes,Bishan CC,30.0,$
313,Zumba Gold® (HealthierSG),Fitness & Wellness,Bishan CC,~96.0,$$
314,Zumba® Fitness (HealthierSG),Fitness & Wellness,Bishan CC,~96.0,$$
315,Guitar Pop (Elementary),Workshops & Classes,Bishan East Zone 1 RN,105.0,$$$
316,BEZ2 - Exploring and Shopping @ Geylang Serai,Social & Community Events,Bishan East Zone 2 RN,5.0,$
317,BEZ2 - Hay Dairies Goat Farm,Social & Community Events,Bishan East Zone 2 RN,8.0,$
318,Chinese Calligraphy,Workshops & Classes,Bishan East Zone 2 RN,~115.0,$$$
319,FLC & Z2 RN - Let's Bake Cookies (Children),Social & Community Events,Bishan East Zone 2 RN,2.0,$
320,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Bishan East Zone 3 RN,~96.0,$$
321,Children's Art (Bishan East),Workshops & Classes,Bishan East Zone 5 RN,~91.0,$$
322,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Bishan East Zone 5 RN,90.0,$$
323,BEZ6 - Saturday Busking Night,Social & Community Events,Bishan East Zone 6 RN,2.0,$
324,BEZ6 RN - Block 167A Community Rooftop Garden - DEPOSIT PAYMENT - 2025,Social & Community Events,Bishan East Zone 6 RN,~60.0,$$
325,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Bishan East Zone 6 RN,~71.0,$$
326,Power Yoga (HealthierSG),Fitness & Wellness,Bishan East Zone 6 RN,~136.0,$$$
327,Jumping® Fitness (HealthierSG),Fitness & Wellness,Bishan Heights RN,~165.0,$$$
328,Bishan Loft Pastel Nagomi Art Workshop,Workshops & Classes,Bishan Loft RN,5.0,$
329,[Sky RN] Family Day @ a Crocodile Farm,Social & Community Events,Bishan Sky RN,10.0,$
330,Bishan ClubFITT Gym,Fitness & Wellness,"Bishan St. 4, Postal Code: 579783",2.5,$
331,"[Boon Lay CCC] ""Let's Explore Singapore with Nature Kakis - Bukit Timah Nature Reserve""",Social & Community Events,Boon Lay CC,0.0,Free
332,[Boon Lay WEC] Mini Handbag Beads Craft Workshop,Workshops & Classes,Boon Lay CC,6.0,$
333,[Boon Lay WEC] Mother's Day Celebration 2025,Social & Community Events,Boon Lay CC,30.0,$
334,[Competition-ONLY] - Boon Lay CC IAEC - Our Culture Our Identity,Social & Community Events,Boon Lay CC,3.0,$
335,[General Admission] - Boon Lay CC IAEC - Our Culture Our Identity,Social & Community Events,Boon Lay CC,3.0,$
336,Boon Lay Green Market on 23rd March 2025 (Sunday),Social & Community Events,Boon Lay CC,15.0,$
337,Boon Lay Hari Raya Celebration 2025 (Salam Indah Lebaran),Social & Community Events,Boon Lay CC,5.0,$
338,Community Volunteers' (CV) Tea Session,Social & Community Events,Boon Lay CC,0.0,Free
339,Hip Hop Dance (Children),Workshops & Classes,Boon Lay CC,~181.0,$$$
340,Krav Maga Self-Defense (HealthierSG),Fitness & Wellness,Boon Lay CC,~135.0,$$$
341,NHGD Mammobus Deployment at Boon Lay CC (27 Sept 2025),Social & Community Events,Boon Lay CC,~12.5,$
342,Taekwondo (Singapore Taekwondo Academy) (HealthierSG),Fitness & Wellness,Boon Lay CC,~65.0,$$
343,Taekwondo (International Taekwon-Do Federation Singapore) (HealthierSG),Fitness & Wellness,Boon Lay Zone B RN,60.0,$$
344,[Boon Lay Zone C] Geylang Shopping Trip 2025,Social & Community Events,Boon Lay Zone C RN,5.0,$
345,Taekwondo (Singapore Taekwondo Federation) (HealthierSG),Fitness & Wellness,Boon Lay Zone C RN,~60.0,$$
346,[Boon Lay Zone E RN] Hari Raya Celebration 2025,Social & Community Events,Boon Lay Zone E RN,6.0,$
347,[Boon Lay Zone E RN] Nippon Koi Farm Tour 2025,Social & Community Events,Boon Lay Zone E RN,10.0,$
348,Boon Lay Zone F Qigong 10 April 2025,Social & Community Events,Boon Lay Zone F RN,0.0,Free
349,Boon Lay Zone F Qigong 13 March 2025,Social & Community Events,Boon Lay Zone F RN,0.0,Free
350,Boon Lay Zone F Qigong 17 April 2025,Social & Community Events,Boon Lay Zone F RN,0.0,Free
351,Boon Lay Zone F Qigong 20 March 2025,Social & Community Events,Boon Lay Zone F RN,0.0,Free
352,Boon Lay Zone F Qigong 24 April 2025,Social & Community Events,Boon Lay Zone F RN,0.0,Free
353,Boon Lay Zone F Qigong 27 March 2025,Social & Community Events,Boon Lay Zone F RN,0.0,Free
354,Boon Lay Zone F Qigong 3 April 2025,Social & Community Events,Boon Lay Zone F RN,0.0,Free
355,YOGA for seniors 18 April 2025,Social & Community Events,Boon Lay Zone F RN,0.0,Free
356,[Boon Lay Zone G RN] Yakult Factory Tour 2025,Social & Community Events,Boon Lay Zone G RN,2.0,$
357,Taekwondo (Singapore Taekwondo Academy) (HealthierSG),Fitness & Wellness,Boon Lay Zone H RN,60.0,$$
358,Boon Tiong RC dragon boat Oct 2024 to Dec 2025,Social & Community Events,Boon Tiong RC,10.0,$
359,Botanic Gardens RN Wine Appreciation,Social & Community Events,Botanic Gardens RN,0.0,Free
360,BVRN - KARAOKE WALK IN SESSIONS FOR MARCH 2025,Social & Community Events,Boundary Ville RC,1.0,$
361,Zhenghua Park,Outdoor & Nature,"Bounded by Bt Timah Expressway (BKE), BKE Slip Road to Kranji Expressway (KJE) & Dairy Farm Road",0.0,Free
362,Tiong Bahru Park,Outdoor & Nature,"Bounded by Henderson Rd, Tiong Bahru Road and Lower Delta Road",0.0,Free
363,War Memorial Park,Outdoor & Nature,"Bounded by Nicoll Highway, Stamford Road, Beach Road and Bras Basah Road",0.0,Free
364,Istana Park,Outdoor & Nature,"Bounded by Orchard Road, Penang Road, Penang Lane and Buyong Road",0.0,Free
365,Lower Seletar Reservoir Park,Outdoor & Nature,Bounded by Yishun Ave 1 and Lentor Avenue,0.0,Free
366,Yishun Park,Outdoor & Nature,"Bounded by Yishun Ave 4, Yishun Central, Yishun Ave 11 and Yishun Ring Road",0.0,Free
367,[IAEC] Indian New Year 2025 Community Carnival @ Braddell Heights,Social & Community Events,Braddell Heights CC,5.0,$
368,[IAEC] VAANGA PAZAHGALAM @ GARDENS BY THE BAY THE BAY,Social & Community Events,Braddell Heights CC,10.0,$
369,Aikido (HealthierSG) (Braddell),Fitness & Wellness,Braddell Heights CC,~105.0,$$$
370,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Braddell Heights CC,~90.0,$$
371,Pilates MatWork (HealthierSG),Fitness & Wellness,Braddell Heights CC,~105.0,$$$
372,WEC SIng Along Interest Groups One Year Membership,Social & Community Events,Braddell Heights CC,10.0,$
373,WEC Sing-Along Session 2025,Social & Community Events,Braddell Heights CC,4.0,$
374,Zumba® Fitness (HealthierSG),Fitness & Wellness,Braddell Heights CC,~95.0,$$
375,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Braddell Heights Zone C RC,85.0,$$
376,Children's Art (Braddell Heights),Workshops & Classes,Braddell Heights Zone D RC,100.0,$$
377,Community Health Talk,Social & Community Events,Braddell Heights Zone D RC,0.0,Free
378,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Braddell Heights Zone D RC,50.0,$
379,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Braddell Heights Zone F RC,~65.0,$$
380,Recreational Karaoke Pop Singing (Mandarin),Workshops & Classes,Braddell Heights Zone F RC,~87.5,$$
381,Civilian War Memorial,Cultural & Heritage,Bras Basah Road & Beach Road intersection,0.0,Free
382,12.03.2025 - Arcade RN Digital Training,Social & Community Events,Brickland Arcade RN,0.0,Free
383,22.03.2025 - Enrich Elderly: Financial Literacy for Elderly,Social & Community Events,Brickland Arcade RN,0.0,Free
384,Children's Art (Brickland Mirage),Workshops & Classes,Brickland Mirage Quad RN,85.0,$$
385,16.03.2025 - Brickland Porridge Distribution @ 489A,Social & Community Events,Brickland Sunshine RN,0.0,Free
386,23.03.2025 - Brickland Porridge Distribution @ 489A,Social & Community Events,Brickland Sunshine RN,0.0,Free
387,Artistic Expression for Children (Buangkok),Workshops & Classes,Buangkok CC,~165.0,$$$
388,Baking Made Easy (Buangkok),Food & Beverage,Buangkok CC,~40.0,$
389,Basic Baking (Parent-Child) (Buangkok),Food & Beverage,Buangkok CC,~40.0,$
390,BBarreless (HealthierSG),Fitness & Wellness,Buangkok CC,~163.5,$$$
391,Bento Workshop (Buangkok),Food & Beverage,Buangkok CC,~45.0,$
392,Breadmaking (Buangkok),Food & Beverage,Buangkok CC,~40.0,$
393,Brisk Walk @ Bishan - Ang Mo Kio Park,Social & Community Events,Buangkok CC,3.0,$
394,Buangkok CC IAEC Got Talent 2025,Social & Community Events,Buangkok CC,5.0,$
395,Buangkok CC IAEC Indian New Year Celebration 2025,Social & Community Events,Buangkok CC,15.0,$
396,Buangkok CC IAEC Presents Warli Art Workshop,Workshops & Classes,Buangkok CC,10.0,$
397,Cardio Pilates Flow (HealthierSG) (Buangkok),Fitness & Wellness,Buangkok CC,~105.0,$$$
398,Cartoon Drawing for Children (Buangkok),Workshops & Classes,Buangkok CC,~82.5,$$
399,Children Soccer Tournament 2025,Social & Community Events,Buangkok CC,10.0,$
400,Cookie Decorating,Food & Beverage,Buangkok CC,~40.0,$
401,Discover Music!,Workshops & Classes,Buangkok CC,~185.0,$$$
402,FIGHT-DO® (HealthierSG),Fitness & Wellness,Buangkok CC,~95.0,$$
403,Fun Gymnastics For Kids,Fitness & Wellness,Buangkok CC,~425.0,$$$
404,Gentle Flow Yoga (HealthierSG),Fitness & Wellness,Buangkok CC,~110.0,$$$
405,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Buangkok CC,~95.0,$$
406,Hip Hop Dance (Children),Workshops & Classes,Buangkok CC,~145.0,$$$
407,Introduction to Laughter Yoga (HealthierSG),Fitness & Wellness,Buangkok CC,~45.0,$
408,Japanese Garden Exploration and Tea Appreciation,Social & Community Events,Buangkok CC,5.0,$
409,Kayak and Clean - March @ Bedok Reservoir,Social & Community Events,Buangkok CC,3.0,$
410,Kpop Dance (Children),Workshops & Classes,Buangkok CC,~145.0,$$$
411,KpopX® Fitness (HealthierSG),Fitness & Wellness,Buangkok CC,~105.0,$$$
412,Line Dance (Adult) - Elementary (HealthierSG),Workshops & Classes,Buangkok CC,~65.0,$$
413,MEGADANZ® (HealthierSG),Fitness & Wellness,Buangkok CC,~105.0,$$$
414,Muay Thai (HealthierSG),Fitness & Wellness,Buangkok CC,~205.0,$$$
415,Nirvana® Fitness (HealthierSG),Fitness & Wellness,Buangkok CC,~105.0,$$$
416,Pilates - Matwork for Beginners (HealthierSG),Fitness & Wellness,Buangkok CC,~95.0,$$
417,Piloxing ® (HealthierSG),Fitness & Wellness,Buangkok CC,~105.0,$$$
418,Recreational Folk Dance (Elementary) (HealthierSG),Workshops & Classes,Buangkok CC,~42.5,$
419,Recreational Folk Dance (Intermediate) (HealthierSG),Workshops & Classes,Buangkok CC,~42.5,$
420,Safety & Security Day @ Park Green 2025,Social & Community Events,Buangkok CC,0.0,Free
421,Sengkang Fire Station and National Museum Tour by Compassvale Coris & Sengkang Central C2E,Social & Community Events,Buangkok CC,8.0,$
422,Sengkang Smash & Spin Challenge,Social & Community Events,Buangkok CC,~4.5,$
423,SKC YN Sustainable Weekend 2025 - April Flea Market Vendor Registration,Social & Community Events,Buangkok CC,100.0,$$
424,Taijiquan (HealthierSG),Fitness & Wellness,Buangkok CC,~55.0,$$
425,Tiny Tots Ballet,Workshops & Classes,Buangkok CC,~133.0,$$$
426,Variety Baking Workshop for Adults,Food & Beverage,Buangkok CC,~40.0,$
427,Yin Yoga (HealthierSG),Fitness & Wellness,Buangkok CC,~130.0,$$$
428,Yoga Burn (HealthierSG),Fitness & Wellness,Buangkok CC,~95.0,$$
429,Yoga Core (HealthierSG),Fitness & Wellness,Buangkok CC,~95.0,$$
430,Yoga Stretch (HealthierSG),Fitness & Wellness,Buangkok CC,~110.0,$$$
431,Yoga Therapy (HealthierSG),Fitness & Wellness,Buangkok CC,~130.0,$$$
432,Zumba® Fitness (Blended) (HealthierSG),Fitness & Wellness,Buangkok CC,~125.0,$$$
433,Fitness First - Bugis Junction,Fitness & Wellness,"Bugis Junction, Postal Code: 529652",150.0,$$$
434,Bukit Batok 3D Printing Workshop (22 March 2025),Workshops & Classes,Bukit Batok CC,8.0,$
435,Bukit Batok Community Fun Ride,Social & Community Events,Bukit Batok CC,0.0,Free
436,Bukit Batok CSN PAssion Community Football 2024,Social & Community Events,Bukit Batok CC,50.0,$
437,Bukit Batok Family Day 2025,Social & Community Events,Bukit Batok CC,~12.5,$
438,Bukit Batok INC Jalan Jalan Series - Universal Studio Singapore,Social & Community Events,Bukit Batok CC,50.0,$
439,Bukit Batok MicroBit Workshop (23 March 2025),Workshops & Classes,Bukit Batok CC,8.0,$
440,Bukit Batok Nature Park,Outdoor & Nature,"Bukit Batok East Ave 2, Bukit Batok East Ave 6, Lorong Sesuai",0.0,Free
441,Bukit Batok Town Park,Outdoor & Nature,Bukit Batok East Ave 5,0.0,Free
442,1-Star Kayaking Course,Workshops & Classes,Bukit Batok East CC,32.0,$
443,BBE CSN Badminton (Mar 2025) Date 1st - 29th Mar 2025,Social & Community Events,Bukit Batok East CC,6.0,$
444,BBE CSN Basketball IG (7 to 12 years old) - 1 Mar to 15 Mar 2025 Training,Social & Community Events,Bukit Batok East CC,30.0,$
445,BBE CSN PACF PAssion Children Football (4 - 16 yrs) - 23 Feb to 11 May 2025,Social & Community Events,Bukit Batok East CC,150.0,$$$
446,BBE YN x SG Enable Project OUTreach,Social & Community Events,Bukit Batok East CC,0.0,Free
447,HAY volunteer capability building,Social & Community Events,Bukit Batok East CC,0.0,Free
448,NCS x Bukit Batok East Youth Tech Day,Social & Community Events,Bukit Batok East CC,0.0,Free
449,JEV RN - Brisk Walk / Fun Walk Apr 2025,Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
450,JEV RN - Brisk Walk / Fun Walk Mar 2025,Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
451,JEV RN - Brisk Walk / Fun Walk May 2025,Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
452,JEV RN - FOOD RESCUE 08/04/2025 (Tuesday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
453,JEV RN - FOOD RESCUE 22/04/2025 (Tuesday),Social & Community Events,Bukit Batok East Jurong East View RN,1.0,$
454,JEV RN - FOOD RESCUE 25/03/2025 (Tuesday),Social & Community Events,Bukit Batok East Jurong East View RN,1.0,$
455,JEV RN - Grace Exercise 2025 Jun (Every Saturday),Social & Community Events,Bukit Batok East Jurong East View RN,1.0,$
456,JEV RN - Grace Exercise 2025 Mar (every Saturday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
457,JEV RN - Grace Exercise 2025 May (Every Saturday),Social & Community Events,Bukit Batok East Jurong East View RN,1.0,$
458,JEV RN - Grace Exercise Apr 2025 (Every Saturday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
459,JEV RN - QIGONG 2025 Apr (Mon to Sat),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
460,JEV RN - QIGONG 2025 June (Every Mon to Sat),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
461,JEV RN - QIGONG 28/3/2025,Social & Community Events,Bukit Batok East Jurong East View RN,1.0,$
462,JEV RN - QIGONG May 2025 (Mon to Sat),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
463,JEV RN - RAMADAN PORRIDGE DISTRIBUTION 22/3/2025,Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
464,JEV RN - TAIJI 2025 Apr (Every Wednesday),Social & Community Events,Bukit Batok East Jurong East View RN,1.0,$
465,JEV RN - TAIJI 2025 June (Every Wednesday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
466,JEV RN - TAIJI 2025 MAY (Every Wednesday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
467,JEV RN Brisk Walk \ Fun Walk Jun 2025,Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
468,JEV RN FOOD RESCUE - 13/05/2025 (Tuesday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
469,JEV RN FOOD RESCUE - 20/05/2025 (Tuesday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
470,JEV RN Food Rescue - 24/06/25 (Tuesday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
471,JEV RN FOOD RESCUE -10/06/2025 (Tuesday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
472,JEV RN- QIGONG - MAR 2025 (Every Monday & Thursday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
473,JEV RN QIQONG - Mar 2025 (Every Saturday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
474,JEV RN -TAIJI 2025 Mar (Every Wednesday),Social & Community Events,Bukit Batok East Jurong East View RN,0.0,Free
475,BBE Zone 3 Cantonese Opera Karaoke - 15/12/2024 to 2/3/2025,Social & Community Events,Bukit Batok East Zone 3 RN,30.0,$
476,BBE Zone 3 Speak Eng Club - 1/4/25 - 24/6/2025,Social & Community Events,Bukit Batok East Zone 3 RN,5.0,$
477,BBZ1 Bukit Batok Estate Clean Up - April 2025,Social & Community Events,Bukit Batok Zone 1 RN,0.0,Free
478,Hatha Yoga (Intermediate) (HealthierSG),Fitness & Wellness,Bukit Batok Zone 1 RN,~75.0,$$
479,BBZ10 RN SG CLEAN DAY - 13 APRIL 2025,Social & Community Events,Bukit Batok Zone 10 RN,0.0,Free
480,Bollywood Hip Hop Dance (HealthierSG),Workshops & Classes,Bukit Batok Zone 10 RN,190.0,$$$
481,Bukit Batok Zone 10 RN - Karaoke [April 2025],Social & Community Events,Bukit Batok Zone 10 RN,~6.5,$
482,Bukit Batok Zone 10 RN - Karaoke [March 2025],Social & Community Events,Bukit Batok Zone 10 RN,~6.5,$
483,Hatha Yoga (Elementary) (HealthierSG),Fitness & Wellness,Bukit Batok Zone 10 RN,65.0,$$
484,Health Talk @ Blk 194,Social & Community Events,Bukit Batok Zone 10 RN,0.0,Free
485,Bukit Batok Zone 12 RN Buka Puasa Get-Together 2025,Social & Community Events,Bukit Batok Zone 12 RN,5.0,$
486,Bukit Batok Zone 12 RN Water Carnival 2025,Social & Community Events,Bukit Batok Zone 12 RN,8.0,$
